"lhs","op","rhs","block","group","label.x","est.x","se.x","z.x","pvalue.x","ci.lower.x","ci.upper.x","label.y","est.y","se.y","z.y","pvalue.y","ci.lower.y","ci.upper.y"
"Unive","=~","ipudrst_r","Switzerland",13,".p4.",1.08,0.0204775822701508,52.7385860900557,0,1.0398234117306,1.1200940592105,".p4.",1.131,0.0208663609263025,54.188930502047,0,1.08982846616207,1.17162309797
"Unive","=~","impenv_r","Switzerland",13,".p5.",0.951,0.0192213744019469,49.490230099638,0,0.913597040422467,0.988943443544819,".p5.",1.003,0.0195562210628974,51.3059374028639,0,0.965020764732597,1.04167974264656
"Benev","~~","Unive","Switzerland",13,"",0.197,0.0152024947378792,12.935756613572,0,0.166859429686912,0.226452114009718,"",0.215,0.0161384153909055,13.3470233258188,0,0.183769093730447,0.24703051959789
"iphlppl_r","~~","iphlppl_r","Switzerland",13,"",0.381,0.0246360518440086,15.454396136911,0,0.332449530111268,0.429021078782305,"",0.404,0.0285107057697599,14.1766065491985,0,0.348305101655303,0.460065014620398
"iplylfr_r","~~","iplylfr_r","Switzerland",13,"",0.299,0.0204507376991316,14.6148477968072,0,0.258801709457661,0.338967128152808,"",0.338,0.0295910832927932,11.4273795236264,0,0.280151081784588,0.396145996819388
"ipeqopt_r","~~","ipeqopt_r","Switzerland",13,"",0.878,0.0525694467526374,16.6987548210756,0,0.774810080079516,0.980878524724246,"",0.872,0.0461146221958357,18.9177815397568,0,0.782003349824732,0.962769347153751
"ipudrst_r","~~","ipudrst_r","Switzerland",13,"",0.557,0.0369397093933515,15.087050325467,0,0.484910754615277,0.629711754635967,"",0.52,0.0307860871248103,16.9053349746252,0,0.460109493413375,0.580788737392456
"impenv_r","~~","impenv_r","Switzerland",13,"",0.622,0.0315093484292343,19.743327306019,0,0.560342191140147,0.683856567335393,"",0.545,0.0327286500644965,16.6594223311457,0,0.4810934283637,0.609387379141756
"Benev","~~","Benev","Switzerland",13,"",0.232,0.0204425514733149,11.3385794715296,0,0.191722829841213,0.27185615912082,"",0.265,0.0240125978836588,11.0360286560562,0,0.2179398913232,0.312067545377628
"Unive","~~","Unive","Switzerland",13,"",0.205,0.0195616011482227,10.4671897026578,0,0.166414956375722,0.24309502383663,"",0.203,0.0170234577499143,11.8976249806312,0,0.169173352099929,0.235904080264271
"iphlppl_r","~1","","Switzerland",13,".p14.",4.863,0.0233792526338244,208.02464031078,0,4.81763812673841,4.90928311303392,".p14.",5.023,0.0191662324090617,262.05587402781,0,4.98505866053571,5.06018891101788
"iplylfr_r","~1","","Switzerland",13,".p15.",5.114,0.0202368439501724,252.688485447536,0,5.0739539627041,5.15328093331029,".p15.",5.256,0.0168331722318731,312.225861052608,0,5.22275928302339,5.28874410566345
"ipeqopt_r","~1","","Switzerland",13,".p16.",4.793,0.0213526151768782,224.481006765681,0,4.75140619526334,4.83510690870819,".p16.",4.928,0.0179134163745962,275.08309562164,0,4.89256837854903,4.96278768041758
"ipudrst_r","~1","","Switzerland",13,".p17.",4.629,0.0228184626267529,202.874635836837,0,4.58456393082798,4.67401066069,".p17.",4.772,0.0199661494551391,238.99204768332,0,4.73261800879288,4.81088387647691
"impenv_r","~1","","Switzerland",13,".p18.",4.843,0.020447782196205,236.843033432203,0,4.8028378456419,4.88299167897847,".p18.",5.108,0.0175901696862416,290.36781210491,0,5.07314298728109,5.14209518541506
"Benev","~1","","Switzerland",13,"",0.296,0.0287718281249302,10.2885007273768,0,0.239627227697065,0.352410721485545,"",0.098,0.0258832761724164,3.80089625966915,0.000144173657558033,0.0476493584918814,0.149109936691561
"Unive","~1","","Switzerland",13,"",0.245,0.0268744683514706,9.11075882312088,0,0.1921738095773,0.297519789722388,"",0.081,0.0235333008477989,3.42288584143891,0.000619600929646191,0.0344273801752215,0.126676224373285
"Benev","=~","iphlppl_r","United Kingdom",14,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Benev","=~","iplylfr_r","United Kingdom",14,".p2.",0.862,0.0136103318005573,63.3673732108656,0,0.835775214582892,0.889126734876356,".p2.",0.883,0.01317319860059,67.02073984456,0,0.857058521512515,0.908696511149214
"Unive","=~","ipeqopt_r","United Kingdom",14,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Unive","=~","ipudrst_r","United Kingdom",14,".p4.",1.08,0.0204775822701508,52.7385860900558,0,1.0398234117306,1.1200940592105,".p4.",1.131,0.0208663609263025,54.188930502047,0,1.08982846616207,1.17162309797
"Unive","=~","impenv_r","United Kingdom",14,".p5.",0.951,0.0192213744019469,49.490230099638,0,0.913597040422467,0.988943443544819,".p5.",1.003,0.0195562210628974,51.3059374028639,0,0.965020764732597,1.04167974264656
"Benev","~~","Unive","United Kingdom",14,"",0.28,0.0212221032193946,13.1736715870539,0,0.237978460212658,0.321167576185068,"",0.251,0.0169849089602703,14.7836443332004,0,0.217809043257603,0.284388662943246
"iphlppl_r","~~","iphlppl_r","United Kingdom",14,"",0.438,0.0308160489789519,14.2028732073949,0,0.377278090256359,0.498074782545495,"",0.414,0.0303317929134566,13.6477054481441,0,0.354510153700057,0.473408597093862
"iplylfr_r","~~","iplylfr_r","United Kingdom",14,"",0.551,0.0360320961703562,15.2988614449487,0,0.480628436099966,0.621871657662729,"",0.558,0.0319943819251234,17.4416687616449,0,0.495327575490702,0.620743248052424
"ipeqopt_r","~~","ipeqopt_r","United Kingdom",14,"",0.936,0.0489188393935384,19.1354387467533,0,0.84020429140048,1.03196261815415,"",0.898,0.0477928246121549,18.7916563948128,0,0.804434123289906,0.991778553208432
"ipudrst_r","~~","ipudrst_r","United Kingdom",14,"",0.683,0.043620673770755,15.6555965856806,0,0.597412721778468,0.768402620922569,"",0.695,0.0398774090550611,17.4174378973868,0,0.616404010180526,0.772720581269908
"impenv_r","~~","impenv_r","United Kingdom",14,"",0.993,0.0474592256714965,20.91573032622,0,0.899625992585947,1.08566273868653,"",0.901,0.0415783186087819,21.6600516812179,0,0.819096522873414,0.982080536895303
"Benev","~~","Benev","United Kingdom",14,"",0.422,0.0323858809964168,13.0450632748749,0,0.359000706450248,0.485951027171402,"",0.383,0.0285834860281746,13.4129490976733,0,0.327366239962137,0.439411446297789
"Unive","~~","Unive","United Kingdom",14,"",0.334,0.0259824507929137,12.8630002263742,0,0.283287602646811,0.385136938215202,"",0.279,0.0213348941233562,13.0654717679987,0,0.236934832746198,0.320566080937704
"iphlppl_r","~1","","United Kingdom",14,".p14.",4.863,0.0233792526338243,208.02464031078,0,4.8176381267384,4.90928311303392,".p14.",5.023,0.0191662324090617,262.05587402781,0,4.98505866053572,5.06018891101789
"iplylfr_r","~1","","United Kingdom",14,".p15.",5.114,0.0202368439501724,252.688485447536,0,5.0739539627041,5.15328093331029,".p15.",5.256,0.0168331722318731,312.225861052608,0,5.22275928302339,5.28874410566345
"ipeqopt_r","~1","","United Kingdom",14,".p16.",4.793,0.0213526151768782,224.48100676568,0,4.75140619526334,4.83510690870819,".p16.",4.928,0.0179134163745963,275.083095621639,0,4.89256837854903,4.96278768041758
"ipudrst_r","~1","","United Kingdom",14,".p17.",4.629,0.022818462626753,202.874635836837,0,4.58456393082798,4.67401066068999,".p17.",4.772,0.0199661494551391,238.99204768332,0,4.73261800879288,4.81088387647691
"impenv_r","~1","","United Kingdom",14,".p18.",4.843,0.020447782196205,236.843033432203,0,4.8028378456419,4.88299167897847,".p18.",5.108,0.0175901696862416,290.36781210491,0,5.07314298728109,5.14209518541506
"Benev","~1","","United Kingdom",14,"",0.073,0.0312876382044918,2.32922504832836,0.0198471466128114,0.0115533065668142,0.134198594651061,"",NA,0.0268501340074417,-0.288835708673788,0.772707104584232,-0.0603805731186854,0.0448700181506342
"Unive","~1","","United Kingdom",14,"",NA,0.0284895811679034,0.946483309098285,0.343902131474835,-0.0288736399650999,0.0828034660823427,"",NA,0.0242069675913241,-1.91346591347681,0.0556884332057614,-0.0937639920085601,0.00112557729928693
