1	0.611677050590515	0.909	6	6	6	6	6	34	1	0	1	0	0	1	49.6951524237881	0.551741293532338
1	1.22335410118103	0.909	4	5	5	4	5	52	0	1	0	0	0	1	49.6951524237881	0.551741293532338
1	0.389057725667953	0.909	4	6	5	5	5	68	1	0	0	0	0	0	49.6951524237881	0.551741293532338
1	0.64259397983551	0.909	4	5	5	5	4	54	0	0	0	0	0	1	49.6951524237881	0.551741293532338
1	3.43240213394165	0.909	6	6	6	4	6	20	1	0	0	1	0	0	49.6951524237881	0.551741293532338
1	1.18057930469513	0.909	6	5	6	5	5	65	1	1	0	0	0	1	49.6951524237881	0.551741293532338
1	1.27342224121094	0.909	5	2	5	4	3	52	1	0	0	1	0	0	49.6951524237881	0.551741293532338
1	2.16404986381531	0.909	6	6	5	5	6	44	1	1	0	0	0	0	49.6951524237881	0.551741293532338
1	0.41311851143837	0.909	4	4	3	3	3	22	1	0	0	0	0	0	49.6951524237881	0.551741293532338
1	1.78495872020721	0.909	6	5	3	4	5	41	1	0	0	0	0	1	49.6951524237881	0.551741293532338
1	0.412953019142151	0.909	6	6	6	5	4	57	1	0	0	0	0	0	49.6951524237881	0.551741293532338
1	1.05534851551056	0.909	5	5	5	5	4	61	0	0	0	0	0	1	49.6951524237881	0.551741293532338
1	0.47394660115242	0.909	6	6	4	3	5	50	0	0	0	0	0	0	49.6951524237881	0.551741293532338
1	0.866693615913391	0.909	5	5	5	4	6	31	1	0	0	0	0	0	49.6951524237881	0.551741293532338
1	0.767498016357422	0.909	4	4	4	2	4	58	1	0	0	0	0	0	49.6951524237881	0.551741293532338
1	0.622807741165161	0.909	6	6	6	6	6	28	0	0	0	1	0	0	49.6951524237881	0.551741293532338
1	1.73642385005951	0.909	5	6	5	5	4	58	0	1	0	0	0	1	49.6951524237881	0.551741293532338
1	0.50876247882843	0.909	4	4	3	4	5	51	0	0	0	0	0	1	49.6951524237881	0.551741293532338
1	0.877057552337646	0.909	5	6	6	6	6	65	1	0	0	0	0	0	49.6951524237881	0.551741293532338
1	1.01752495765686	0.909	5	5	5	5	5	61	1	0	0	0	1	0	49.6951524237881	0.551741293532338
1	0.505510330200195	0.909	6	6	3	4	2	.	1	0	0	1	0	0	49.6951524237881	0.551741293532338
1	1.65181183815002	0.909	4	4	4	3	4	47	0	0	1	0	0	0	49.6951524237881	0.551741293532338
