1	0.581174312468121	0.914	5	5	5	4	4	43	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.410815884129295	0.914	6	6	5	5	5	85	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.04489539152894	0.914	4	5	4	4	5	31	0	0	0	1	0	0	51.5588589795098	0.538615446178471
1	0.959362716950381	0.914	5	6	5	6	5	49	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.06277242269224	0.914	4	5	4	4	4	67	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.993399293798983	0.914	6	6	6	6	6	63	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.377353383918369	0.914	5	5	6	4	6	71	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.4793527953734	0.914	6	6	6	6	6	64	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.991757719281333	0.914	4	4	5	4	4	56	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.309859051293863	0.914	5	6	3	4	6	74	1	0	0	1	0	0	51.5588589795098	0.538615446178471
1	1.07913756056183	0.914	5	6	4	2	4	28	1	0	0	1	0	0	51.5588589795098	0.538615446178471
1	0.426157805512451	0.914	1	3	1	2	2	48	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.991757719281333	0.914	5	5	6	5	6	59	1	1	0	0	0	0	51.5588589795098	0.538615446178471
1	1.10613520324145	0.914	6	6	.	4	5	77	0	0	0	0	0	1	51.5588589795098	0.538615446178471
1	0.510505952813825	0.914	5	2	5	4	4	87	1	0	0	1	0	0	51.5588589795098	0.538615446178471
1	1.03734604652176	0.914	5	5	6	5	6	79	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.471760049762279	0.914	6	6	4	6	6	62	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.573063916453965	0.914	6	6	6	6	6	27	0	1	0	0	0	1	51.5588589795098	0.538615446178471
1	0.92957712617803	0.914	5	5	5	4	5	59	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.31288005931768	0.914	6	5	5	5	5	60	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.309859051293863	0.914	5	5	6	6	6	49	0	0	0	1	0	0	51.5588589795098	0.538615446178471
1	0.552109903522689	0.914	5	5	4	5	5	42	0	0	1	0	0	1	51.5588589795098	0.538615446178471
1	0.552109903522689	0.914	5	5	5	4	6	59	0	1	0	0	0	1	51.5588589795098	0.538615446178471
1	1.07913756056183	0.914	5	5	5	4	5	69	1	0	0	1	0	0	51.5588589795098	0.538615446178471
1	1.02101190562765	0.914	4	2	4	3	5	30	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.606125296249386	0.914	5	6	5	5	6	50	0	0	0	0	0	1	51.5588589795098	0.538615446178471
1	0.468085959281159	0.914	2	3	4	4	5	43	1	1	0	0	0	0	51.5588589795098	0.538615446178471
1	1.15292048366031	0.914	5	6	5	4	5	30	1	0	0	1	0	0	51.5588589795098	0.538615446178471
1	0.547690462299595	0.914	5	6	4	5	5	70	1	0	1	0	0	1	51.5588589795098	0.538615446178471
1	0.853941370759145	0.914	5	6	6	5	6	70	0	1	0	1	0	0	51.5588589795098	0.538615446178471
1	0.550645906430153	0.914	5	4	5	4	5	46	0	1	0	0	0	1	51.5588589795098	0.538615446178471
1	1.84694207697311	0.914	5	5	4	4	5	35	0	0	1	0	0	1	51.5588589795098	0.538615446178471
1	1.10613520324145	0.914	5	5	5	4	5	36	0	0	0	0	0	1	51.5588589795098	0.538615446178471
1	0.9276698910027	0.914	5	4	4	1	5	67	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.03609920899795	0.914	5	1	6	5	1	23	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.478267516838602	0.914	6	6	5	5	5	68	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.82163176825859	0.914	6	6	3	5	5	72	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.2068704031837	0.914	4	6	5	5	6	58	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.42048384561909	0.914	4	5	5	6	5	73	0	0	1	1	0	0	51.5588589795098	0.538615446178471
1	0.593573768544847	0.914	4	4	5	4	5	62	1	0	0	0	0	1	51.5588589795098	0.538615446178471
1	1.11677358211387	0.914	6	6	6	4	5	50	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.876164304402698	0.914	6	1	6	6	6	73	1	1	0	0	0	0	51.5588589795098	0.538615446178471
1	0.624984425462265	0.914	5	5	6	5	5	80	1	0	0	1	0	0	51.5588589795098	0.538615446178471
1	0.592866972580106	0.914	3	3	6	3	5	41	1	0	0	0	0	1	51.5588589795098	0.538615446178471
1	1.15252764444048	0.914	6	6	5	5	6	39	1	1	0	1	0	0	51.5588589795098	0.538615446178471
1	2.49993770184906	0.914	4	5	5	5	5	38	1	0	0	0	0	1	51.5588589795098	0.538615446178471
1	0.993399293798983	0.914	3	5	5	4	4	50	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.7523286088054	0.914	6	6	5	5	6	47	0	0	1	1	0	0	51.5588589795098	0.538615446178471
1	1.11361378838915	0.914	5	4	5	4	4	60	0	0	0	0	0	1	51.5588589795098	0.538615446178471
1	1.07231968578288	0.914	4	4	4	4	4	39	1	0	1	0	0	1	51.5588589795098	0.538615446178471
1	0.853941370759145	0.914	4	4	5	5	5	31	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.636200269854528	0.914	6	6	6	3	6	71	0	0	0	1	0	0	51.5588589795098	0.538615446178471
1	0.624984425462265	0.914	5	5	5	5	6	50	0	0	1	0	1	0	51.5588589795098	0.538615446178471
1	0.820255882102179	0.914	5	5	5	5	5	39	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.426157805512451	0.914	5	5	3	3	5	76	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.24996885092453	0.914	4	5	5	5	5	22	0	0	0	0	0	1	51.5588589795098	0.538615446178471
1	0.606125296249386	0.914	5	6	6	6	6	30	1	0	1	0	0	1	51.5588589795098	0.538615446178471
1	0.852315611024903	0.914	.	.	.	.	.	46	1	0	1	0	0	0	51.5588589795098	0.538615446178471
1	0.852315611024903	0.914	5	5	6	6	5	50	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	2.03031454562074	0.914	6	6	6	6	6	46	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.959362716950381	0.914	5	5	4	4	4	40	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.48763653458698	0.914	5	6	4	5	6	48	1	0	0	1	0	0	51.5588589795098	0.538615446178471
1	1.42048384561909	0.914	4	5	3	4	4	60	0	1	0	1	0	0	51.5588589795098	0.538615446178471
1	0.558386791056937	0.914	4	4	5	5	5	73	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	1.6084794807379	0.914	4	6	6	6	5	54	1	0	0	0	0	1	51.5588589795098	0.538615446178471
1	1.01515727281037	0.914	4	5	3	5	5	25	0	1	0	0	0	0	51.5588589795098	0.538615446178471
1	1.06276103604819	0.914	5	6	5	3	5	78	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.977680031683735	0.914	5	5	6	5	6	57	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.573568551815408	0.914	4	6	6	5	5	41	1	0	1	0	0	1	51.5588589795098	0.538615446178471
1	0.683881841826712	0.914	6	6	6	6	6	76	1	0	0	0	0	1	51.5588589795098	0.538615446178471
1	0.377011784596777	0.914	6	6	6	4	6	18	0	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.5014013820064	0.914	5	5	5	2	6	32	1	1	0	0	0	0	51.5588589795098	0.538615446178471
1	0.977680031683735	0.914	5	5	5	4	5	78	0	1	0	0	0	0	51.5588589795098	0.538615446178471
1	1.0818640292212	0.914	4	5	4	3	5	29	1	0	0	0	1	0	51.5588589795098	0.538615446178471
1	0.581174312468121	0.914	6	6	6	5	6	54	1	0	0	0	0	0	51.5588589795098	0.538615446178471
1	0.987244812688304	0.914	4	4	4	4	4	70	1	0	0	1	0	0	51.5588589795098	0.538615446178471
1	1.8553397820054	0.914	5	5	5	5	5	57	0	0	0	0	0	0	51.5588589795098	0.538615446178471
